TYLER OBRIEN SHULTZ
Iteration,Time,Sensor,Type,Value
104,84,25,THC,21
104,84,30,THC,25
104,84,31,THC,26
104,84,32,THC,27
104,84,33,THC,28
104,84,38,THC,32
104,84,39,THC,33
104,84,44,BSA,18
104,84,48,BIOTIN,61
104,84,55,BIOTIN,70
104,84,56,BIOTIN,72
104,84,63,BIOTIN,81
104,85,69,THC,59
105,85,0,BSA,0
105,85,1,BSA,0
105,85,6,BSA,2
105,85,7,BSA,3
105,85,8,BSA,3
105,85,9,BSA,3
105,85,14,BSA,6
105,85,15,BSA,6
105,85,24,THC,20
105,85,25,THC,21
105,85,30,THC,25
105,85,31,THC,26
105,85,32,THC,27
105,85,33,THC,28
105,85,38,THC,32
105,85,39,THC,33
105,85,44,BSA,19
105,85,48,BIOTIN,62
105,85,55,BIOTIN,71
105,85,56,BIOTIN,72
105,85,63,BIOTIN,81
105,85,69,THC,59
106,85,0,BSA,0
106,85,1,BSA,0
106,85,6,BSA,2
106,85,7,BSA,3
106,85,8,BSA,3
106,85,9,BSA,3
106,86,14,BSA,6
106,86,15,BSA,6
106,86,24,THC,20
106,86,25,THC,21
106,86,30,THC,26
106,86,31,THC,27
106,86,32,THC,27
106,86,33,THC,28
106,86,38,THC,33
106,86,39,THC,34
106,86,44,BSA,19
106,86,48,BIOTIN,62
106,86,55,BIOTIN,71
106,86,56,BIOTIN,73
106,86,63,BIOTIN,82
106,86,69,THC,60
107,86,0,BSA,0
107,86,1,BSA,0
107,86,6,BSA,2
107,86,7,BSA,3
107,86,8,BSA,3
107,86,9,BSA,3
107,86,14,BSA,6
107,86,15,BSA,6
107,86,24,THC,20
107,87,25,THC,21
107,87,30,THC,26
107,87,31,THC,27
107,87,32,THC,28
107,87,33,THC,29
107,87,38,THC,33
107,87,39,THC,34
107,87,44,BSA,19
107,87,48,BIOTIN,63
107,87,55,BIOTIN,72
107,87,56,BIOTIN,73
107,87,63,BIOTIN,83
107,87,69,THC,60
108,87,0,BSA,0
108,87,1,BSA,0
108,87,6,BSA,2
108,87,7,BSA,3
108,87,8,BSA,3
108,87,9,BSA,3
108,87,14,BSA,6
108,87,15,BSA,6
108,87,24,THC,21
108,87,25,THC,21
108,87,30,THC,26
108,87,31,THC,27
108,87,32,THC,28
108,87,33,THC,29
108,87,38,THC,33
108,88,39,THC,34
108,88,44,BSA,19
108,88,48,BIOTIN,63
108,88,55,BIOTIN,73
108,88,56,BIOTIN,74
108,88,63,BIOTIN,83
108,88,69,THC,61
109,88,0,BSA,0
109,88,1,BSA,0
109,88,6,BSA,2
109,88,7,BSA,3
109,88,8,BSA,3
109,88,9,BSA,3
109,88,14,BSA,6
109,88,15,BSA,6
109,88,24,THC,21
109,88,25,THC,22
109,88,30,THC,26
109,88,31,THC,27
109,88,32,THC,28
109,88,33,THC,29
109,88,38,THC,33
109,88,39,THC,34
109,88,44,BSA,19
109,88,48,BIOTIN,63
109,88,55,BIOTIN,73
109,88,56,BIOTIN,74
109,89,63,BIOTIN,84
109,89,69,THC,61
110,89,0,BSA,0
110,89,1,BSA,0
110,89,6,BSA,2
110,89,7,BSA,3
110,89,8,BSA,3
110,89,9,BSA,4
110,89,14,BSA,6
110,89,15,BSA,6
110,89,24,THC,21
110,89,25,THC,22
110,89,30,THC,26
110,89,31,THC,27
110,89,32,THC,28
110,89,33,THC,29
110,89,38,THC,33
110,89,39,THC,34
110,89,44,BSA,19
110,89,48,BIOTIN,64
110,89,55,BIOTIN,73
110,89,56,BIOTIN,75
110,89,63,BIOTIN,84
110,89,69,THC,61
111,89,0,BSA,0
111,89,1,BSA,0
111,89,6,BSA,2
111,89,7,BSA,3
111,90,8,BSA,3
111,90,9,BSA,4
111,90,14,BSA,6
111,90,15,BSA,6
111,90,24,THC,21
111,90,25,THC,22
111,90,30,THC,27
111,90,31,THC,27
111,90,32,THC,28
111,90,33,THC,29
111,90,38,THC,34
111,90,39,THC,35
111,90,44,BSA,19
111,90,48,BIOTIN,64
111,90,55,BIOTIN,74
111,90,56,BIOTIN,75
111,90,63,BIOTIN,85
111,90,69,THC,62
112,90,0,BSA,0
112,90,1,BSA,0
112,90,6,BSA,2
112,90,7,BSA,3
112,90,8,BSA,3
112,90,9,BSA,4
112,90,14,BSA,6
112,90,15,BSA,6
112,90,24,THC,21
112,90,25,THC,22
112,91,30,THC,27
112,91,31,THC,28
112,91,32,THC,29
112,91,33,THC,30
112,91,38,THC,34
112,91,39,THC,35
112,91,44,BSA,20
112,91,48,BIOTIN,65
112,91,55,BIOTIN,75
112,91,56,BIOTIN,76
112,91,63,BIOTIN,85
112,91,69,THC,62
113,91,0,BSA,0
113,91,1,BSA,0
113,91,6,BSA,2
113,91,7,BSA,3
113,91,8,BSA,3
113,91,9,BSA,4
113,91,14,BSA,6
113,91,15,BSA,6
113,91,24,THC,21
113,91,25,THC,22
113,91,30,THC,27
113,91,31,THC,28
113,91,32,THC,29
113,91,33,THC,30
113,91,38,THC,34
113,91,39,THC,35
113,92,44,BSA,20
113,92,48,BIOTIN,65
113,92,55,BIOTIN,75
113,92,56,BIOTIN,76
113,92,63,BIOTIN,86
113,92,69,THC,63
114,92,0,BSA,0
114,92,1,BSA,0
114,92,6,BSA,2
114,92,7,BSA,3
114,92,8,BSA,3
114,92,9,BSA,4
114,92,14,BSA,6
114,92,15,BSA,6
114,92,24,THC,21
114,92,25,THC,22
114,92,30,THC,27
114,92,31,THC,28
114,92,32,THC,29
114,92,33,THC,30
114,92,38,THC,34
114,92,39,THC,35
114,92,44,BSA,20
114,92,48,BIOTIN,65
114,92,55,BIOTIN,75
114,92,56,BIOTIN,76
114,92,63,BIOTIN,86
114,93,69,THC,63
115,93,0,BSA,0
115,93,1,BSA,0
115,93,6,BSA,2
115,93,7,BSA,3
115,93,8,BSA,3
115,93,9,BSA,4
115,93,14,BSA,6
115,93,15,BSA,6
115,93,24,THC,22
115,93,25,THC,23
115,93,30,THC,27
115,93,31,THC,28
115,93,32,THC,29
115,93,33,THC,30
115,93,38,THC,35
115,93,39,THC,36
115,93,44,BSA,20
115,93,48,BIOTIN,66
115,93,55,BIOTIN,76
115,93,56,BIOTIN,77
115,93,63,BIOTIN,87
115,93,69,THC,63
116,93,0,BSA,0
116,93,1,BSA,0
116,93,6,BSA,2
116,93,7,BSA,3
116,93,8,BSA,3
116,94,9,BSA,4
116,94,14,BSA,6
116,94,15,BSA,6
116,94,24,THC,22
116,94,25,THC,23
116,94,30,THC,27
116,94,31,THC,28
116,94,32,THC,29
116,94,33,THC,30
116,94,38,THC,35
116,94,39,THC,36
116,94,44,BSA,20
116,94,48,BIOTIN,67
116,94,55,BIOTIN,76
116,94,56,BIOTIN,78
116,94,63,BIOTIN,87
116,94,69,THC,64
117,94,0,BSA,0
117,94,1,BSA,0
117,94,6,BSA,2
117,94,7,BSA,3
117,94,8,BSA,3
117,94,9,BSA,4
117,94,14,BSA,6
117,94,15,BSA,6
117,94,24,THC,22
117,94,25,THC,23
117,94,30,THC,27
117,95,31,THC,29
117,95,32,THC,30
117,95,33,THC,30
117,95,38,THC,35
117,95,39,THC,36
117,95,44,BSA,20
117,95,48,BIOTIN,67
117,95,55,BIOTIN,77
117,95,56,BIOTIN,78
117,95,63,BIOTIN,88
117,95,69,THC,64
118,95,0,BSA,0
118,95,1,BSA,0
118,95,6,BSA,2
118,95,7,BSA,3
118,95,8,BSA,3
118,95,9,BSA,4
118,95,14,BSA,6
118,95,15,BSA,7
118,95,24,THC,22
118,95,25,THC,23
118,95,30,THC,28
118,95,31,THC,29
118,95,32,THC,30
118,95,33,THC,30
118,95,38,THC,35
118,95,39,THC,36
118,95,44,BSA,20
118,96,48,BIOTIN,68
118,96,55,BIOTIN,77
118,96,56,BIOTIN,79
118,96,63,BIOTIN,89
118,96,69,THC,65
119,96,0,BSA,0
119,96,1,BSA,0
119,96,6,BSA,2
119,96,7,BSA,3
119,96,8,BSA,3
119,96,9,BSA,4
119,96,14,BSA,6
119,96,15,BSA,7
119,96,24,THC,22
119,96,25,THC,23
119,96,30,THC,28
119,96,31,THC,29
119,96,32,THC,30
119,96,33,THC,31
119,96,38,THC,35
119,96,39,THC,36
119,96,44,BSA,20
119,96,48,BIOTIN,68
119,96,55,BIOTIN,77
119,96,56,BIOTIN,79
119,96,63,BIOTIN,89
119,96,69,THC,65
120,97,0,BSA,0
120,97,1,BSA,0
120,97,6,BSA,2
120,97,7,BSA,3
120,97,8,BSA,3
120,97,9,BSA,4
120,97,14,BSA,6
120,97,15,BSA,7
120,97,24,THC,22
120,97,25,THC,23
120,97,30,THC,28
120,97,31,THC,29
120,97,32,THC,30
120,97,33,THC,31
120,97,38,THC,36
120,97,39,THC,37
120,97,44,BSA,20
120,97,48,BIOTIN,68
120,97,55,BIOTIN,78
120,97,56,BIOTIN,79
120,97,63,BIOTIN,89
120,97,69,THC,65
121,97,0,BSA,0
121,97,1,BSA,0
121,97,6,BSA,2
121,97,7,BSA,3
121,97,8,BSA,3
121,97,9,BSA,4
121,98,14,BSA,6
121,98,15,BSA,7
121,98,24,THC,23
121,98,25,THC,23
121,98,30,THC,28
121,98,31,THC,29
121,98,32,THC,30
121,98,33,THC,31
121,98,38,THC,36
121,98,39,THC,37
121,98,44,BSA,21
121,98,48,BIOTIN,69
121,98,55,BIOTIN,79
121,98,56,BIOTIN,80
121,98,63,BIOTIN,90
121,98,69,THC,66
122,98,0,BSA,0
122,98,1,BSA,0
122,98,6,BSA,2
122,98,7,BSA,3
122,98,8,BSA,3
122,98,9,BSA,4
122,98,14,BSA,6
122,98,15,BSA,7
122,98,24,THC,23
122,98,25,THC,23
122,98,30,THC,28
122,98,31,THC,29
122,99,32,THC,30
122,99,33,THC,31
122,99,38,THC,36
122,99,39,THC,37
122,99,44,BSA,21
122,99,48,BIOTIN,69
122,99,55,BIOTIN,79
122,99,56,BIOTIN,81
122,99,63,BIOTIN,91
122,99,69,THC,66
123,99,0,BSA,0
123,99,1,BSA,0
123,99,6,BSA,2
123,99,7,BSA,3
123,99,8,BSA,3
123,99,9,BSA,4
123,99,14,BSA,6
123,99,15,BSA,7
123,99,24,THC,23
123,99,25,THC,24
123,99,30,THC,28
123,99,31,THC,29
123,99,32,THC,30
123,99,33,THC,31
123,99,38,THC,36
123,99,39,THC,37
123,100,44,BSA,21
123,100,48,BIOTIN,70
123,100,55,BIOTIN,80
123,100,56,BIOTIN,81
123,100,63,BIOTIN,91
123,100,69,THC,67
124,100,0,BSA,0
124,100,1,BSA,0
124,100,6,BSA,2
124,100,7,BSA,3
124,100,8,BSA,3
124,100,9,BSA,4
124,100,14,BSA,6
124,100,15,BSA,7
124,100,24,THC,23
124,100,25,THC,24
124,100,30,THC,29
124,100,31,THC,30
124,100,32,THC,31
124,100,33,THC,32
124,100,38,THC,36
124,100,39,THC,37
124,100,44,BSA,21
124,100,48,BIOTIN,70
124,100,55,BIOTIN,80
124,100,56,BIOTIN,81
124,100,63,BIOTIN,91
124,101,69,THC,67
125,101,0,BSA,0
125,101,1,BSA,0
125,101,6,BSA,2
125,101,7,BSA,3
125,101,8,BSA,3
125,101,9,BSA,4
125,101,14,BSA,6
125,101,15,BSA,7
125,101,24,THC,23
125,101,25,THC,24
125,101,30,THC,29
125,101,31,THC,30
125,101,32,THC,31
125,101,33,THC,32
125,101,38,THC,37
125,101,39,THC,38
125,101,44,BSA,21
125,101,48,BIOTIN,70
125,101,55,BIOTIN,80
125,101,56,BIOTIN,82
125,101,63,BIOTIN,92
125,101,69,THC,67
126,101,0,BSA,0
126,101,1,BSA,0
126,101,6,BSA,2
126,101,7,BSA,3
126,101,8,BSA,3
126,102,9,BSA,4
126,102,14,BSA,6
126,102,15,BSA,7
126,102,24,THC,23
126,102,25,THC,24
126,102,30,THC,29
126,102,31,THC,30
126,102,32,THC,31
126,102,33,THC,32
126,102,38,THC,37
126,102,39,THC,38
126,102,44,BSA,21
126,102,48,BIOTIN,71
126,102,55,BIOTIN,81
126,102,56,BIOTIN,82
126,102,63,BIOTIN,93
126,102,69,THC,68
127,102,0,BSA,0
127,102,1,BSA,0
127,102,6,BSA,2
127,102,7,BSA,3
127,102,8,BSA,3
127,102,9,BSA,4
127,102,14,BSA,6
127,102,15,BSA,7
127,102,24,THC,23
127,102,25,THC,24
127,102,30,THC,29
127,103,31,THC,30
127,103,32,THC,31
127,103,33,THC,32
127,103,38,THC,37
127,103,39,THC,38
127,103,44,BSA,21
127,103,48,BIOTIN,71
127,103,55,BIOTIN,81
127,103,56,BIOTIN,83
127,103,63,BIOTIN,93
127,103,69,THC,68
128,103,0,BSA,0
128,103,1,BSA,0
128,103,6,BSA,2
128,103,7,BSA,3
128,103,8,BSA,3
128,103,9,BSA,4
128,103,14,BSA,6
128,103,15,BSA,7
128,103,24,THC,23
128,103,25,THC,24
128,103,30,THC,29
128,103,31,THC,30
128,103,32,THC,31
128,103,33,THC,32
128,103,38,THC,37
128,103,39,THC,38
128,103,44,BSA,21
128,104,48,BIOTIN,71
128,104,55,BIOTIN,82
128,104,56,BIOTIN,83
128,104,63,BIOTIN,94
128,104,69,THC,68
129,104,0,BSA,0
129,104,1,BSA,0
129,104,6,BSA,2
129,104,7,BSA,3
129,104,8,BSA,3
129,104,9,BSA,4
129,104,14,BSA,6
129,104,15,BSA,7
129,104,24,THC,23
129,104,25,THC,24
129,104,30,THC,29
129,104,31,THC,30
129,104,32,THC,31
129,104,33,THC,32
129,104,38,THC,37
129,104,39,THC,38
129,104,44,BSA,21
129,104,48,BIOTIN,71
129,104,55,BIOTIN,82
129,104,56,BIOTIN,83
129,104,63,BIOTIN,94
129,104,69,THC,68
130,105,0,BSA,0
130,105,1,BSA,0
130,105,6,BSA,3
130,105,7,BSA,3
130,105,8,BSA,4
130,105,9,BSA,4
130,105,14,BSA,7
130,105,15,BSA,7
130,105,24,THC,24
130,105,25,THC,25
130,105,30,THC,30
130,105,31,THC,31
130,105,32,THC,32
130,105,33,THC,33
130,105,38,THC,38
130,105,39,THC,39
130,105,44,BSA,22
130,105,48,BIOTIN,72
130,105,55,BIOTIN,83
130,105,56,BIOTIN,84
130,105,63,BIOTIN,95
130,105,69,THC,69
131,105,0,BSA,0
131,105,1,BSA,0
131,105,6,BSA,3
131,105,7,BSA,3
131,105,8,BSA,4
131,105,9,BSA,4
131,106,14,BSA,7
131,106,15,BSA,7
131,106,24,THC,24
131,106,25,THC,25
131,106,30,THC,30
131,106,31,THC,31
131,106,32,THC,32
131,106,33,THC,33
131,106,38,THC,38
131,106,39,THC,39
131,106,44,BSA,22
131,106,48,BIOTIN,72
131,106,55,BIOTIN,83
131,106,56,BIOTIN,85
131,106,63,BIOTIN,95
131,106,69,THC,69
132,106,0,BSA,0
132,106,1,BSA,0
132,106,6,BSA,3
132,106,7,BSA,3
132,106,8,BSA,4
132,106,9,BSA,4
132,106,14,BSA,7
132,106,15,BSA,7
132,106,24,THC,24
132,106,25,THC,25
132,106,30,THC,30
132,106,31,THC,31
132,107,32,THC,32
132,107,33,THC,33
132,107,38,THC,38
132,107,39,THC,39
132,107,44,BSA,22
132,107,48,BIOTIN,73
132,107,55,BIOTIN,84
132,107,56,BIOTIN,85
132,107,63,BIOTIN,96
132,107,69,THC,70
133,107,0,BSA,0
133,107,1,BSA,0
133,107,6,BSA,3
133,107,7,BSA,3
133,107,8,BSA,4
133,107,9,BSA,4
133,107,14,BSA,7
133,107,15,BSA,7
133,107,24,THC,24
133,107,25,THC,25
133,107,30,THC,30
133,107,31,THC,31
133,107,32,THC,32
133,107,33,THC,33
133,107,38,THC,38
133,107,39,THC,39
133,107,44,BSA,22
133,107,48,BIOTIN,73
133,108,55,BIOTIN,84
133,108,56,BIOTIN,86
133,108,63,BIOTIN,96
133,108,69,THC,70
134,108,0,BSA,0
134,108,1,BSA,0
134,108,6,BSA,3
134,108,7,BSA,3
134,108,8,BSA,4
134,108,9,BSA,4
134,108,14,BSA,7
134,108,15,BSA,7
134,108,24,THC,24
134,108,25,THC,25
134,108,30,THC,30
134,108,31,THC,31
134,108,32,THC,32
134,108,33,THC,33
134,108,38,THC,38
134,108,39,THC,40
134,108,44,BSA,22
134,108,48,BIOTIN,73
134,108,55,BIOTIN,84
134,108,56,BIOTIN,86
134,108,63,BIOTIN,96
134,108,69,THC,70
135,108,0,BSA,0
135,109,1,BSA,0
135,109,6,BSA,3
135,109,7,BSA,3
135,109,8,BSA,4
135,109,9,BSA,4
135,109,14,BSA,7
135,109,15,BSA,7
135,109,24,THC,24
135,109,25,THC,25
135,109,30,THC,30
135,109,31,THC,32
135,109,32,THC,33
135,109,33,THC,34
135,109,38,THC,39
135,109,39,THC,40
135,109,44,BSA,22
135,109,48,BIOTIN,74
135,109,55,BIOTIN,85
135,109,56,BIOTIN,86
135,109,63,BIOTIN,97
135,109,69,THC,71
136,109,0,BSA,0
136,109,1,BSA,0
136,109,6,BSA,3
136,109,7,BSA,3
136,109,8,BSA,4
136,109,9,BSA,4
136,109,14,BSA,7
136,110,15,BSA,7
136,110,24,THC,24
136,110,25,THC,25
136,110,30,THC,31
136,110,31,THC,32
136,110,32,THC,33
136,110,33,THC,34
136,110,38,THC,39
136,110,39,THC,40
136,110,44,BSA,22
136,110,48,BIOTIN,74
136,110,55,BIOTIN,85
136,110,56,BIOTIN,87
136,110,63,BIOTIN,98
136,110,69,THC,71
137,110,0,BSA,0
137,110,1,BSA,0
137,110,6,BSA,3
137,110,7,BSA,3
137,110,8,BSA,4
137,110,9,BSA,4
137,110,14,BSA,7
137,110,15,BSA,7
137,110,24,THC,24
137,110,25,THC,25
137,110,30,THC,31
137,110,31,THC,32
137,110,32,THC,33
137,111,33,THC,34
137,111,38,THC,39
137,111,39,THC,40
137,111,44,BSA,22
137,111,48,BIOTIN,75
137,111,55,BIOTIN,86
137,111,56,BIOTIN,87
137,111,63,BIOTIN,98
137,111,69,THC,72
138,111,0,BSA,0
138,111,1,BSA,0
138,111,6,BSA,3
138,111,7,BSA,3
138,111,8,BSA,4
138,111,9,BSA,4
138,111,14,BSA,7
138,111,15,BSA,7
138,111,24,THC,25
138,111,25,THC,26
138,111,30,THC,31
138,111,31,THC,32
138,111,32,THC,33
138,111,33,THC,34
138,111,38,THC,39
138,111,39,THC,40
138,111,44,BSA,22
138,111,48,BIOTIN,75
138,111,55,BIOTIN,86
138,112,56,BIOTIN,88
138,112,63,BIOTIN,99
138,112,69,THC,72
139,112,0,BSA,0
139,112,1,BSA,0
139,112,6,BSA,3
139,112,7,BSA,3
139,112,8,BSA,4
139,112,9,BSA,4
139,112,14,BSA,7
139,112,15,BSA,7
139,112,24,THC,25
139,112,25,THC,26
139,112,30,THC,31
139,112,31,THC,32
139,112,32,THC,33
139,112,33,THC,34
139,112,38,THC,39
139,112,39,THC,41
139,112,44,BSA,23
139,112,48,BIOTIN,75
139,112,55,BIOTIN,86
139,112,56,BIOTIN,88
139,112,63,BIOTIN,99
139,112,69,THC,72
140,112,0,BSA,0
140,112,1,BSA,0
140,112,6,BSA,3
140,113,7,BSA,3
140,113,8,BSA,4
140,113,9,BSA,4
140,113,14,BSA,7
140,113,15,BSA,7
140,113,24,THC,25
140,113,25,THC,26
140,113,30,THC,31
140,113,31,THC,32
140,113,32,THC,33
140,113,33,THC,34
140,113,38,THC,40
140,113,39,THC,41
140,113,44,BSA,23
140,113,48,BIOTIN,76
140,113,55,BIOTIN,87
140,113,56,BIOTIN,88
140,113,63,BIOTIN,99
140,113,69,THC,73
141,113,0,BSA,0
141,113,1,BSA,0
141,113,6,BSA,3
141,113,7,BSA,3
141,113,8,BSA,4
141,113,9,BSA,4
141,114,14,BSA,7
141,114,15,BSA,7
141,114,24,THC,25
141,114,25,THC,26
141,114,30,THC,31
141,114,31,THC,32
141,114,32,THC,34
141,114,33,THC,35
141,114,38,THC,40
141,114,39,THC,41
141,114,44,BSA,23
141,114,48,BIOTIN,76
141,114,55,BIOTIN,87
141,114,56,BIOTIN,89
141,114,63,BIOTIN,100
141,114,69,THC,73
142,114,0,BSA,0
142,114,1,BSA,0
142,114,6,BSA,3
142,114,7,BSA,3
142,114,8,BSA,4
142,114,9,BSA,4
142,114,14,BSA,7
142,114,15,BSA,7
142,114,24,THC,25
142,114,25,THC,26
142,114,30,THC,31
142,114,31,THC,32
142,115,32,THC,34
142,115,33,THC,35
142,115,38,THC,40
142,115,39,THC,41
142,115,44,BSA,23
142,115,48,BIOTIN,77
142,115,55,BIOTIN,88
142,115,56,BIOTIN,89
142,115,63,BIOTIN,101
142,115,69,THC,73
143,115,0,BSA,0
143,115,1,BSA,0
143,115,6,BSA,3
143,115,7,BSA,3
143,115,8,BSA,4
143,115,9,BSA,4
143,115,14,BSA,7
143,115,15,BSA,8
143,115,24,THC,25
143,115,25,THC,26
143,115,30,THC,32
143,115,31,THC,33
143,115,32,THC,34
143,115,33,THC,35
143,115,38,THC,40
143,115,39,THC,41
143,115,44,BSA,23
143,115,48,BIOTIN,77
143,116,55,BIOTIN,88
143,116,56,BIOTIN,90
143,116,63,BIOTIN,101
143,116,69,THC,74
144,116,0,BSA,0
144,116,1,BSA,0
144,116,6,BSA,3
144,116,7,BSA,3
144,116,8,BSA,4
144,116,9,BSA,4
144,116,14,BSA,7
144,116,15,BSA,8
144,116,24,THC,25
144,116,25,THC,26
144,116,30,THC,32
144,116,31,THC,33
144,116,32,THC,34
144,116,33,THC,35
144,116,38,THC,40
144,116,39,THC,41
144,116,44,BSA,23
144,116,48,BIOTIN,77
144,116,55,BIOTIN,88
144,116,56,BIOTIN,90
144,116,63,BIOTIN,101
144,116,69,THC,74
145,116,0,BSA,0
145,116,1,BSA,0
145,117,6,BSA,3
145,117,7,BSA,3
145,117,8,BSA,4
145,117,9,BSA,4
145,117,14,BSA,7
145,117,15,BSA,8
145,117,24,THC,25
145,117,25,THC,27
145,117,30,THC,32
145,117,31,THC,33
145,117,32,THC,34
145,117,33,THC,35
145,117,38,THC,41
145,117,39,THC,42
145,117,44,BSA,23
145,117,48,BIOTIN,77
145,117,55,BIOTIN,89
145,117,56,BIOTIN,90
145,117,63,BIOTIN,102
145,117,69,THC,74
146,117,0,BSA,0
146,117,1,BSA,0
146,117,6,BSA,3
146,117,7,BSA,3
146,117,8,BSA,4
146,117,9,BSA,4
146,117,14,BSA,7
146,118,15,BSA,8
146,118,24,THC,26
146,118,25,THC,27
146,118,30,THC,32
146,118,31,THC,33
146,118,32,THC,34
146,118,33,THC,35
146,118,38,THC,41
146,118,39,THC,42
146,118,44,BSA,23
146,118,48,BIOTIN,78
146,118,55,BIOTIN,89
146,118,56,BIOTIN,91
146,118,63,BIOTIN,102
146,118,69,THC,75
147,118,0,BSA,0
147,118,1,BSA,0
147,118,6,BSA,3
147,118,7,BSA,3
147,118,8,BSA,4
147,118,9,BSA,4
147,118,14,BSA,7
147,118,15,BSA,8
147,118,24,THC,26
147,118,25,THC,27
147,118,30,THC,32
147,118,31,THC,33
147,118,32,THC,34
147,119,33,THC,36
147,119,38,THC,41
147,119,39,THC,42
147,119,44,BSA,24
147,119,48,BIOTIN,78
147,119,55,BIOTIN,90
147,119,56,BIOTIN,91
147,119,63,BIOTIN,103
147,119,69,THC,75
148,119,0,BSA,0
148,119,1,BSA,0
148,119,6,BSA,3
148,119,7,BSA,3
148,119,8,BSA,4
148,119,9,BSA,4
148,119,14,BSA,7
148,119,15,BSA,8
148,119,24,THC,26
148,119,25,THC,27
148,119,30,THC,32
148,119,31,THC,33
148,119,32,THC,35
148,119,33,THC,36
148,119,38,THC,41
148,119,39,THC,42
148,119,44,BSA,24
148,119,48,BIOTIN,78
148,119,55,BIOTIN,90
148,120,56,BIOTIN,92
148,120,63,BIOTIN,104
148,120,69,THC,75
149,120,0,BSA,0
149,120,1,BSA,0
149,120,6,BSA,3
149,120,7,BSA,3
149,120,8,BSA,4
149,120,9,BSA,4
149,120,14,BSA,7
149,120,15,BSA,8
149,120,24,THC,26
149,120,25,THC,27
149,120,30,THC,33
149,120,31,THC,34
149,120,32,THC,35
149,120,33,THC,36
149,120,38,THC,41
149,120,39,THC,42
149,120,44,BSA,24
149,120,48,BIOTIN,79
149,120,55,BIOTIN,90
149,120,56,BIOTIN,92
149,120,63,BIOTIN,104
149,120,69,THC,75
150,120,0,BSA,0
150,120,1,BSA,0
150,121,6,BSA,3
150,121,7,BSA,3
150,121,8,BSA,4
150,121,9,BSA,4
150,121,14,BSA,7
150,121,15,BSA,8
150,121,24,THC,26
150,121,25,THC,27
150,121,30,THC,33
150,121,31,THC,34
150,121,32,THC,35
150,121,33,THC,36
150,121,38,THC,42
150,121,39,THC,43
150,121,44,BSA,24
150,121,48,BIOTIN,79
150,121,55,BIOTIN,91
150,121,56,BIOTIN,92
150,121,63,BIOTIN,104
150,121,69,THC,76
151,121,0,BSA,0
151,121,1,BSA,0
151,121,6,BSA,3
151,121,7,BSA,3
151,121,8,BSA,4
151,121,9,BSA,4
151,121,14,BSA,7
151,121,15,BSA,8
151,122,24,THC,26
151,122,25,THC,27
151,122,30,THC,33
151,122,31,THC,34
151,122,32,THC,35
151,122,33,THC,36
151,122,38,THC,42
151,122,39,THC,43
151,122,44,BSA,24
151,122,48,BIOTIN,80
151,122,55,BIOTIN,91
151,122,56,BIOTIN,93
151,122,63,BIOTIN,105
151,122,69,THC,76
152,122,0,BSA,0
152,122,1,BSA,0
152,122,6,BSA,3
152,122,7,BSA,3
152,122,8,BSA,4
152,122,9,BSA,5
152,122,14,BSA,7
152,122,15,BSA,8
152,122,24,THC,26
152,122,25,THC,27
152,122,30,THC,33
152,122,31,THC,34
152,122,32,THC,35
152,122,33,THC,36
152,123,38,THC,42
152,123,39,THC,43
152,123,44,BSA,24
152,123,48,BIOTIN,80
152,123,55,BIOTIN,92
152,123,56,BIOTIN,93
152,123,63,BIOTIN,105
152,123,69,THC,77
153,123,0,BSA,0
153,123,1,BSA,0
153,123,6,BSA,3
153,123,7,BSA,3
153,123,8,BSA,4
153,123,9,BSA,5
153,123,14,BSA,7
153,123,15,BSA,8
153,123,24,THC,26
153,123,25,THC,27
153,123,30,THC,33
153,123,31,THC,34
153,123,32,THC,35
153,123,33,THC,36
153,123,38,THC,42
153,123,39,THC,43
153,123,44,BSA,24
153,123,48,BIOTIN,80
153,123,55,BIOTIN,92
153,123,56,BIOTIN,93
153,124,63,BIOTIN,106
153,124,69,THC,77
154,124,0,BSA,0
154,124,1,BSA,0
154,124,6,BSA,3
154,124,7,BSA,3
154,124,8,BSA,4
154,124,9,BSA,5
154,124,14,BSA,7
154,124,15,BSA,8
154,124,24,THC,26
154,124,25,THC,28
154,124,30,THC,33
154,124,31,THC,34
154,124,32,THC,35
154,124,33,THC,37
154,124,38,THC,42
154,124,39,THC,43
154,124,44,BSA,24
154,124,48,BIOTIN,80
154,124,55,BIOTIN,92
154,124,56,BIOTIN,94
154,124,63,BIOTIN,106
154,124,69,THC,77
155,124,0,BSA,0
155,124,1,BSA,0
155,124,6,BSA,3
155,124,7,BSA,3
155,125,8,BSA,4
155,125,9,BSA,5
155,125,14,BSA,7
155,125,15,BSA,8
155,125,24,THC,27
155,125,25,THC,28
155,125,30,THC,33
155,125,31,THC,35
155,125,32,THC,36
155,125,33,THC,37
155,125,38,THC,42
155,125,39,THC,44
155,125,44,BSA,24
155,125,48,BIOTIN,81
155,125,55,BIOTIN,93
155,125,56,BIOTIN,94
155,125,63,BIOTIN,106
155,125,69,THC,78
156,125,0,BSA,0
156,125,1,BSA,0
156,125,6,BSA,3
156,125,7,BSA,3
156,125,8,BSA,4
156,125,9,BSA,5
156,125,14,BSA,7
156,125,15,BSA,8
156,125,24,THC,27
156,125,25,THC,28
156,126,30,THC,34
156,126,31,THC,35
156,126,32,THC,36
156,126,33,THC,37
156,126,38,THC,43
156,126,39,THC,44
